fill	ymin	ymax	xmin	xmax	showSelected1
#0000FF	0.12	0.13	5.05	7.45	60
#0000FF	0.13	0.14	5.05	7.45	60
#0000FF	0.14	0.15	5.05	7.45	60
#0000FF	0.15	0.16	5.05	7.45	60
#0000FF	0.16	0.17	5.05	7.45	60
#0000FF	0.17	0.18	5.05	7.45	60
#0000FF	0.18	0.19	5.05	7.45	60
#0000FF	0.19	0.2	5.05	7.45	60
#0000FF	0.2	0.21	5.05	7.45	60
#0000FF	0.21	0.22	5.05	7.45	60
#0000FF	0.22	0.23	5.05	7.45	60
#0000FF	0.23	0.24	5.05	7.45	60
#0000FF	0.24	0.25	5.05	7.45	60
#0000FF	0.25	0.26	5.05	7.45	60
#0000FF	0.26	0.27	5.05	7.45	60
#000000	0	0.01	0.05	2.45	61
#000000	0.01	0.02	0.05	2.45	61
#000000	0.02	0.03	0.05	2.45	61
#000000	0.03	0.04	0.05	2.45	61
#000000	0.04	0.05	0.05	2.45	61
#000000	0.05	0.06	0.05	2.45	61
#000000	0.06	0.07	0.05	2.45	61
#000000	0.07	0.08	0.05	2.45	61
#000000	0.08	0.09	0.05	2.45	61
#000000	0.09	0.1	0.05	2.45	61
#000000	0.1	0.11	0.05	2.45	61
#000000	0.11	0.12	0.05	2.45	61
#000000	0.12	0.13	0.05	2.45	61
#000000	0.13	0.14	0.05	2.45	61
#000000	0.14	0.15	0.05	2.45	61
#000000	0.15	0.16	0.05	2.45	61
#000000	0.16	0.17	0.05	2.45	61
#000000	0.17	0.18	0.05	2.45	61
#000000	0.18	0.19	0.05	2.45	61
#000000	0.19	0.2	0.05	2.45	61
#000000	0.2	0.21	0.05	2.45	61
#000000	0.21	0.22	0.05	2.45	61
#000000	0.22	0.23	0.05	2.45	61
#000000	0.23	0.24	0.05	2.45	61
#000000	0.24	0.25	0.05	2.45	61
#000000	0.25	0.26	0.05	2.45	61
#000000	0.26	0.27	0.05	2.45	61
#FF0000	0	0.01	2.55	4.95	61
#FF0000	0.01	0.02	2.55	4.95	61
#FF0000	0.02	0.03	2.55	4.95	61
#FF0000	0.03	0.04	2.55	4.95	61
#FF0000	0.04	0.05	2.55	4.95	61
#FF0000	0.05	0.06	2.55	4.95	61
#0000FF	0	0.01	5.05	7.45	61
#0000FF	0.01	0.02	5.05	7.45	61
#0000FF	0.02	0.03	5.05	7.45	61
#0000FF	0.03	0.04	5.05	7.45	61
#0000FF	0.04	0.05	5.05	7.45	61
#0000FF	0.05	0.06	5.05	7.45	61
#0000FF	0.06	0.07	5.05	7.45	61
#0000FF	0.07	0.08	5.05	7.45	61
#0000FF	0.08	0.09	5.05	7.45	61
#0000FF	0.09	0.1	5.05	7.45	61
#0000FF	0.1	0.11	5.05	7.45	61
#0000FF	0.11	0.12	5.05	7.45	61
#0000FF	0.12	0.13	5.05	7.45	61
#0000FF	0.13	0.14	5.05	7.45	61
#0000FF	0.14	0.15	5.05	7.45	61
#0000FF	0.15	0.16	5.05	7.45	61
#0000FF	0.16	0.17	5.05	7.45	61
#0000FF	0.17	0.18	5.05	7.45	61
#0000FF	0.18	0.19	5.05	7.45	61
#0000FF	0.19	0.2	5.05	7.45	61
#0000FF	0.2	0.21	5.05	7.45	61
#0000FF	0.21	0.22	5.05	7.45	61
#0000FF	0.22	0.23	5.05	7.45	61
#0000FF	0.23	0.24	5.05	7.45	61
#0000FF	0.24	0.25	5.05	7.45	61
#0000FF	0.25	0.26	5.05	7.45	61
#0000FF	0.26	0.27	5.05	7.45	61
#0000FF	0.27	0.28	5.05	7.45	61
#000000	0	0.01	0.05	2.45	62
#000000	0.01	0.02	0.05	2.45	62
#000000	0.02	0.03	0.05	2.45	62
#000000	0.03	0.04	0.05	2.45	62
#000000	0.04	0.05	0.05	2.45	62
#000000	0.05	0.06	0.05	2.45	62
#000000	0.06	0.07	0.05	2.45	62
#000000	0.07	0.08	0.05	2.45	62
#000000	0.08	0.09	0.05	2.45	62
#000000	0.09	0.1	0.05	2.45	62
#000000	0.1	0.11	0.05	2.45	62
#000000	0.11	0.12	0.05	2.45	62
#000000	0.12	0.13	0.05	2.45	62
#000000	0.13	0.14	0.05	2.45	62
#000000	0.14	0.15	0.05	2.45	62
#000000	0.15	0.16	0.05	2.45	62
#000000	0.16	0.17	0.05	2.45	62
#000000	0.17	0.18	0.05	2.45	62
#000000	0.18	0.19	0.05	2.45	62
#000000	0.19	0.2	0.05	2.45	62
#000000	0.2	0.21	0.05	2.45	62
#000000	0.21	0.22	0.05	2.45	62
#000000	0.22	0.23	0.05	2.45	62
#000000	0.23	0.24	0.05	2.45	62
#000000	0.24	0.25	0.05	2.45	62
#000000	0.25	0.26	0.05	2.45	62
#000000	0.26	0.27	0.05	2.45	62
#000000	0.27	0.28	0.05	2.45	62
#FF0000	0	0.01	2.55	4.95	62
#FF0000	0.01	0.02	2.55	4.95	62
#FF0000	0.02	0.03	2.55	4.95	62
#FF0000	0.03	0.04	2.55	4.95	62
#FF0000	0.04	0.05	2.55	4.95	62
#FF0000	0.05	0.06	2.55	4.95	62
#0000FF	0	0.01	5.05	7.45	62
#0000FF	0.01	0.02	5.05	7.45	62
#0000FF	0.02	0.03	5.05	7.45	62
#0000FF	0.03	0.04	5.05	7.45	62
#0000FF	0.04	0.05	5.05	7.45	62
#0000FF	0.05	0.06	5.05	7.45	62
#0000FF	0.06	0.07	5.05	7.45	62
#0000FF	0.07	0.08	5.05	7.45	62
#0000FF	0.08	0.09	5.05	7.45	62
#0000FF	0.09	0.1	5.05	7.45	62
#0000FF	0.1	0.11	5.05	7.45	62
#0000FF	0.11	0.12	5.05	7.45	62
#0000FF	0.12	0.13	5.05	7.45	62
#0000FF	0.13	0.14	5.05	7.45	62
#0000FF	0.14	0.15	5.05	7.45	62
#0000FF	0.15	0.16	5.05	7.45	62
#0000FF	0.16	0.17	5.05	7.45	62
#0000FF	0.17	0.18	5.05	7.45	62
#0000FF	0.18	0.19	5.05	7.45	62
#0000FF	0.19	0.2	5.05	7.45	62
#0000FF	0.2	0.21	5.05	7.45	62
#0000FF	0.21	0.22	5.05	7.45	62
#0000FF	0.22	0.23	5.05	7.45	62
#0000FF	0.23	0.24	5.05	7.45	62
#0000FF	0.24	0.25	5.05	7.45	62
#0000FF	0.25	0.26	5.05	7.45	62
#0000FF	0.26	0.27	5.05	7.45	62
#0000FF	0.27	0.28	5.05	7.45	62
#000000	0	0.01	0.05	2.45	63
#000000	0.01	0.02	0.05	2.45	63
#000000	0.02	0.03	0.05	2.45	63
#000000	0.03	0.04	0.05	2.45	63
#000000	0.04	0.05	0.05	2.45	63
#000000	0.05	0.06	0.05	2.45	63
#000000	0.06	0.07	0.05	2.45	63
#000000	0.07	0.08	0.05	2.45	63
#000000	0.08	0.09	0.05	2.45	63
#000000	0.09	0.1	0.05	2.45	63
#000000	0.1	0.11	0.05	2.45	63
#000000	0.11	0.12	0.05	2.45	63
#000000	0.12	0.13	0.05	2.45	63
#000000	0.13	0.14	0.05	2.45	63
#000000	0.14	0.15	0.05	2.45	63
#000000	0.15	0.16	0.05	2.45	63
#000000	0.16	0.17	0.05	2.45	63
#000000	0.17	0.18	0.05	2.45	63
#000000	0.18	0.19	0.05	2.45	63
#000000	0.19	0.2	0.05	2.45	63
#000000	0.2	0.21	0.05	2.45	63
#000000	0.21	0.22	0.05	2.45	63
#000000	0.22	0.23	0.05	2.45	63
#000000	0.23	0.24	0.05	2.45	63
#000000	0.24	0.25	0.05	2.45	63
#000000	0.25	0.26	0.05	2.45	63
#000000	0.26	0.27	0.05	2.45	63
#000000	0.27	0.28	0.05	2.45	63
#000000	0.28	0.29	0.05	2.45	63
#FF0000	0	0.01	2.55	4.95	63
#FF0000	0.01	0.02	2.55	4.95	63
#FF0000	0.02	0.03	2.55	4.95	63
#FF0000	0.03	0.04	2.55	4.95	63
#FF0000	0.04	0.05	2.55	4.95	63
#FF0000	0.05	0.06	2.55	4.95	63
#0000FF	0	0.01	5.05	7.45	63
#0000FF	0.01	0.02	5.05	7.45	63
#0000FF	0.02	0.03	5.05	7.45	63
#0000FF	0.03	0.04	5.05	7.45	63
#0000FF	0.04	0.05	5.05	7.45	63
#0000FF	0.05	0.06	5.05	7.45	63
#0000FF	0.06	0.07	5.05	7.45	63
#0000FF	0.07	0.08	5.05	7.45	63
#0000FF	0.08	0.09	5.05	7.45	63
#0000FF	0.09	0.1	5.05	7.45	63
#0000FF	0.1	0.11	5.05	7.45	63
#0000FF	0.11	0.12	5.05	7.45	63
#0000FF	0.12	0.13	5.05	7.45	63
#0000FF	0.13	0.14	5.05	7.45	63
#0000FF	0.14	0.15	5.05	7.45	63
#0000FF	0.15	0.16	5.05	7.45	63
#0000FF	0.16	0.17	5.05	7.45	63
#0000FF	0.17	0.18	5.05	7.45	63
#0000FF	0.18	0.19	5.05	7.45	63
#0000FF	0.19	0.2	5.05	7.45	63
#0000FF	0.2	0.21	5.05	7.45	63
#0000FF	0.21	0.22	5.05	7.45	63
#0000FF	0.22	0.23	5.05	7.45	63
#0000FF	0.23	0.24	5.05	7.45	63
#0000FF	0.24	0.25	5.05	7.45	63
#0000FF	0.25	0.26	5.05	7.45	63
#0000FF	0.26	0.27	5.05	7.45	63
#0000FF	0.27	0.28	5.05	7.45	63
#000000	0	0.01	0.05	2.45	64
#000000	0.01	0.02	0.05	2.45	64
#000000	0.02	0.03	0.05	2.45	64
#000000	0.03	0.04	0.05	2.45	64
#000000	0.04	0.05	0.05	2.45	64
#000000	0.05	0.06	0.05	2.45	64
#000000	0.06	0.07	0.05	2.45	64
#000000	0.07	0.08	0.05	2.45	64
#000000	0.08	0.09	0.05	2.45	64
#000000	0.09	0.1	0.05	2.45	64
#000000	0.1	0.11	0.05	2.45	64
#000000	0.11	0.12	0.05	2.45	64
#000000	0.12	0.13	0.05	2.45	64
#000000	0.13	0.14	0.05	2.45	64
#000000	0.14	0.15	0.05	2.45	64
#000000	0.15	0.16	0.05	2.45	64
#000000	0.16	0.17	0.05	2.45	64
#000000	0.17	0.18	0.05	2.45	64
#000000	0.18	0.19	0.05	2.45	64
#000000	0.19	0.2	0.05	2.45	64
#000000	0.2	0.21	0.05	2.45	64
#000000	0.21	0.22	0.05	2.45	64
#000000	0.22	0.23	0.05	2.45	64
#000000	0.23	0.24	0.05	2.45	64
#000000	0.24	0.25	0.05	2.45	64
#000000	0.25	0.26	0.05	2.45	64
#000000	0.26	0.27	0.05	2.45	64
#000000	0.27	0.28	0.05	2.45	64
#000000	0.28	0.29	0.05	2.45	64
#000000	0.29	0.3	0.05	2.45	64
#FF0000	0	0.01	2.55	4.95	64
#FF0000	0.01	0.02	2.55	4.95	64
#FF0000	0.02	0.03	2.55	4.95	64
#FF0000	0.03	0.04	2.55	4.95	64
#FF0000	0.04	0.05	2.55	4.95	64
#FF0000	0.05	0.06	2.55	4.95	64
#0000FF	0	0.01	5.05	7.45	64
#0000FF	0.01	0.02	5.05	7.45	64
#0000FF	0.02	0.03	5.05	7.45	64
#0000FF	0.03	0.04	5.05	7.45	64
#0000FF	0.04	0.05	5.05	7.45	64
#0000FF	0.05	0.06	5.05	7.45	64
#0000FF	0.06	0.07	5.05	7.45	64
#0000FF	0.07	0.08	5.05	7.45	64
#0000FF	0.08	0.09	5.05	7.45	64
#0000FF	0.09	0.1	5.05	7.45	64
#0000FF	0.1	0.11	5.05	7.45	64
#0000FF	0.11	0.12	5.05	7.45	64
#0000FF	0.12	0.13	5.05	7.45	64
#0000FF	0.13	0.14	5.05	7.45	64
#0000FF	0.14	0.15	5.05	7.45	64
#0000FF	0.15	0.16	5.05	7.45	64
#0000FF	0.16	0.17	5.05	7.45	64
#0000FF	0.17	0.18	5.05	7.45	64
#0000FF	0.18	0.19	5.05	7.45	64
#0000FF	0.19	0.2	5.05	7.45	64
#0000FF	0.2	0.21	5.05	7.45	64
#0000FF	0.21	0.22	5.05	7.45	64
#0000FF	0.22	0.23	5.05	7.45	64
#0000FF	0.23	0.24	5.05	7.45	64
#0000FF	0.24	0.25	5.05	7.45	64
#0000FF	0.25	0.26	5.05	7.45	64
#0000FF	0.26	0.27	5.05	7.45	64
#0000FF	0.27	0.28	5.05	7.45	64
#000000	0	0.01	0.05	2.45	65
#000000	0.01	0.02	0.05	2.45	65
#000000	0.02	0.03	0.05	2.45	65
#000000	0.03	0.04	0.05	2.45	65
#000000	0.04	0.05	0.05	2.45	65
#000000	0.05	0.06	0.05	2.45	65
#000000	0.06	0.07	0.05	2.45	65
#000000	0.07	0.08	0.05	2.45	65
#000000	0.08	0.09	0.05	2.45	65
#000000	0.09	0.1	0.05	2.45	65
#000000	0.1	0.11	0.05	2.45	65
#000000	0.11	0.12	0.05	2.45	65
#000000	0.12	0.13	0.05	2.45	65
#000000	0.13	0.14	0.05	2.45	65
#000000	0.14	0.15	0.05	2.45	65
#000000	0.15	0.16	0.05	2.45	65
#000000	0.16	0.17	0.05	2.45	65
#000000	0.17	0.18	0.05	2.45	65
#000000	0.18	0.19	0.05	2.45	65
#000000	0.19	0.2	0.05	2.45	65
#000000	0.2	0.21	0.05	2.45	65
#000000	0.21	0.22	0.05	2.45	65
#000000	0.22	0.23	0.05	2.45	65
#000000	0.23	0.24	0.05	2.45	65
#000000	0.24	0.25	0.05	2.45	65
#000000	0.25	0.26	0.05	2.45	65
#000000	0.26	0.27	0.05	2.45	65
#000000	0.27	0.28	0.05	2.45	65
#000000	0.28	0.29	0.05	2.45	65
#000000	0.29	0.3	0.05	2.45	65
#FF0000	0	0.01	2.55	4.95	65
#FF0000	0.01	0.02	2.55	4.95	65
#FF0000	0.02	0.03	2.55	4.95	65
#FF0000	0.03	0.04	2.55	4.95	65
#FF0000	0.04	0.05	2.55	4.95	65
#FF0000	0.05	0.06	2.55	4.95	65
#0000FF	0	0.01	5.05	7.45	65
#0000FF	0.01	0.02	5.05	7.45	65
#0000FF	0.02	0.03	5.05	7.45	65
#0000FF	0.03	0.04	5.05	7.45	65
#0000FF	0.04	0.05	5.05	7.45	65
#0000FF	0.05	0.06	5.05	7.45	65
#0000FF	0.06	0.07	5.05	7.45	65
#0000FF	0.07	0.08	5.05	7.45	65
#0000FF	0.08	0.09	5.05	7.45	65
#0000FF	0.09	0.1	5.05	7.45	65
#0000FF	0.1	0.11	5.05	7.45	65
#0000FF	0.11	0.12	5.05	7.45	65
#0000FF	0.12	0.13	5.05	7.45	65
#0000FF	0.13	0.14	5.05	7.45	65
#0000FF	0.14	0.15	5.05	7.45	65
#0000FF	0.15	0.16	5.05	7.45	65
#0000FF	0.16	0.17	5.05	7.45	65
#0000FF	0.17	0.18	5.05	7.45	65
#0000FF	0.18	0.19	5.05	7.45	65
#0000FF	0.19	0.2	5.05	7.45	65
#0000FF	0.2	0.21	5.05	7.45	65
#0000FF	0.21	0.22	5.05	7.45	65
#0000FF	0.22	0.23	5.05	7.45	65
#0000FF	0.23	0.24	5.05	7.45	65
#0000FF	0.24	0.25	5.05	7.45	65
#0000FF	0.25	0.26	5.05	7.45	65
#0000FF	0.26	0.27	5.05	7.45	65
#0000FF	0.27	0.28	5.05	7.45	65
#0000FF	0.28	0.29	5.05	7.45	65
#000000	0	0.01	0.05	2.45	66
#000000	0.01	0.02	0.05	2.45	66
#000000	0.02	0.03	0.05	2.45	66
#000000	0.03	0.04	0.05	2.45	66
#000000	0.04	0.05	0.05	2.45	66
#000000	0.05	0.06	0.05	2.45	66
#000000	0.06	0.07	0.05	2.45	66
#000000	0.07	0.08	0.05	2.45	66
#000000	0.08	0.09	0.05	2.45	66
#000000	0.09	0.1	0.05	2.45	66
#000000	0.1	0.11	0.05	2.45	66
#000000	0.11	0.12	0.05	2.45	66
#000000	0.12	0.13	0.05	2.45	66
#000000	0.13	0.14	0.05	2.45	66
#000000	0.14	0.15	0.05	2.45	66
#000000	0.15	0.16	0.05	2.45	66
#000000	0.16	0.17	0.05	2.45	66
#000000	0.17	0.18	0.05	2.45	66
#000000	0.18	0.19	0.05	2.45	66
#000000	0.19	0.2	0.05	2.45	66
#000000	0.2	0.21	0.05	2.45	66
#000000	0.21	0.22	0.05	2.45	66
#000000	0.22	0.23	0.05	2.45	66
#000000	0.23	0.24	0.05	2.45	66
#000000	0.24	0.25	0.05	2.45	66
#000000	0.25	0.26	0.05	2.45	66
#000000	0.26	0.27	0.05	2.45	66
#000000	0.27	0.28	0.05	2.45	66
#000000	0.28	0.29	0.05	2.45	66
#000000	0.29	0.3	0.05	2.45	66
#000000	0.3	0.31	0.05	2.45	66
#FF0000	0	0.01	2.55	4.95	66
#FF0000	0.01	0.02	2.55	4.95	66
#FF0000	0.02	0.03	2.55	4.95	66
#FF0000	0.03	0.04	2.55	4.95	66
#FF0000	0.04	0.05	2.55	4.95	66
#FF0000	0.05	0.06	2.55	4.95	66
#0000FF	0	0.01	5.05	7.45	66
#0000FF	0.01	0.02	5.05	7.45	66
#0000FF	0.02	0.03	5.05	7.45	66
#0000FF	0.03	0.04	5.05	7.45	66
#0000FF	0.04	0.05	5.05	7.45	66
#0000FF	0.05	0.06	5.05	7.45	66
#0000FF	0.06	0.07	5.05	7.45	66
#0000FF	0.07	0.08	5.05	7.45	66
#0000FF	0.08	0.09	5.05	7.45	66
#0000FF	0.09	0.1	5.05	7.45	66
#0000FF	0.1	0.11	5.05	7.45	66
#0000FF	0.11	0.12	5.05	7.45	66
#0000FF	0.12	0.13	5.05	7.45	66
#0000FF	0.13	0.14	5.05	7.45	66
#0000FF	0.14	0.15	5.05	7.45	66
#0000FF	0.15	0.16	5.05	7.45	66
#0000FF	0.16	0.17	5.05	7.45	66
#0000FF	0.17	0.18	5.05	7.45	66
#0000FF	0.18	0.19	5.05	7.45	66
#0000FF	0.19	0.2	5.05	7.45	66
#0000FF	0.2	0.21	5.05	7.45	66
#0000FF	0.21	0.22	5.05	7.45	66
#0000FF	0.22	0.23	5.05	7.45	66
#0000FF	0.23	0.24	5.05	7.45	66
#0000FF	0.24	0.25	5.05	7.45	66
#0000FF	0.25	0.26	5.05	7.45	66
#0000FF	0.26	0.27	5.05	7.45	66
#0000FF	0.27	0.28	5.05	7.45	66
#0000FF	0.28	0.29	5.05	7.45	66
#000000	0	0.01	0.05	2.45	67
#000000	0.01	0.02	0.05	2.45	67
#000000	0.02	0.03	0.05	2.45	67
#000000	0.03	0.04	0.05	2.45	67
#000000	0.04	0.05	0.05	2.45	67
#000000	0.05	0.06	0.05	2.45	67
#000000	0.06	0.07	0.05	2.45	67
#000000	0.07	0.08	0.05	2.45	67
#000000	0.08	0.09	0.05	2.45	67
#000000	0.09	0.1	0.05	2.45	67
#000000	0.1	0.11	0.05	2.45	67
#000000	0.11	0.12	0.05	2.45	67
#000000	0.12	0.13	0.05	2.45	67
#000000	0.13	0.14	0.05	2.45	67
#000000	0.14	0.15	0.05	2.45	67
#000000	0.15	0.16	0.05	2.45	67
#000000	0.16	0.17	0.05	2.45	67
#000000	0.17	0.18	0.05	2.45	67
#000000	0.18	0.19	0.05	2.45	67
#000000	0.19	0.2	0.05	2.45	67
#000000	0.2	0.21	0.05	2.45	67
#000000	0.21	0.22	0.05	2.45	67
#000000	0.22	0.23	0.05	2.45	67
#000000	0.23	0.24	0.05	2.45	67
#000000	0.24	0.25	0.05	2.45	67
#000000	0.25	0.26	0.05	2.45	67
#000000	0.26	0.27	0.05	2.45	67
#000000	0.27	0.28	0.05	2.45	67
#000000	0.28	0.29	0.05	2.45	67
#000000	0.29	0.3	0.05	2.45	67
#000000	0.3	0.31	0.05	2.45	67
#FF0000	0	0.01	2.55	4.95	67
#FF0000	0.01	0.02	2.55	4.95	67
#FF0000	0.02	0.03	2.55	4.95	67
#FF0000	0.03	0.04	2.55	4.95	67
#FF0000	0.04	0.05	2.55	4.95	67
#FF0000	0.05	0.06	2.55	4.95	67
#0000FF	0	0.01	5.05	7.45	67
#0000FF	0.01	0.02	5.05	7.45	67
#0000FF	0.02	0.03	5.05	7.45	67
#0000FF	0.03	0.04	5.05	7.45	67
#0000FF	0.04	0.05	5.05	7.45	67
#0000FF	0.05	0.06	5.05	7.45	67
#0000FF	0.06	0.07	5.05	7.45	67
#0000FF	0.07	0.08	5.05	7.45	67
#0000FF	0.08	0.09	5.05	7.45	67
#0000FF	0.09	0.1	5.05	7.45	67
#0000FF	0.1	0.11	5.05	7.45	67
#0000FF	0.11	0.12	5.05	7.45	67
#0000FF	0.12	0.13	5.05	7.45	67
#0000FF	0.13	0.14	5.05	7.45	67
#0000FF	0.14	0.15	5.05	7.45	67
#0000FF	0.15	0.16	5.05	7.45	67
#0000FF	0.16	0.17	5.05	7.45	67
#0000FF	0.17	0.18	5.05	7.45	67
#0000FF	0.18	0.19	5.05	7.45	67
#0000FF	0.19	0.2	5.05	7.45	67
#0000FF	0.2	0.21	5.05	7.45	67
#0000FF	0.21	0.22	5.05	7.45	67
#0000FF	0.22	0.23	5.05	7.45	67
#0000FF	0.23	0.24	5.05	7.45	67
#0000FF	0.24	0.25	5.05	7.45	67
#0000FF	0.25	0.26	5.05	7.45	67
#0000FF	0.26	0.27	5.05	7.45	67
#0000FF	0.27	0.28	5.05	7.45	67
#0000FF	0.28	0.29	5.05	7.45	67
#0000FF	0.29	0.3	5.05	7.45	67
#000000	0	0.01	0.05	2.45	68
#000000	0.01	0.02	0.05	2.45	68
#000000	0.02	0.03	0.05	2.45	68
#000000	0.03	0.04	0.05	2.45	68
#000000	0.04	0.05	0.05	2.45	68
#000000	0.05	0.06	0.05	2.45	68
#000000	0.06	0.07	0.05	2.45	68
#000000	0.07	0.08	0.05	2.45	68
#000000	0.08	0.09	0.05	2.45	68
#000000	0.09	0.1	0.05	2.45	68
#000000	0.1	0.11	0.05	2.45	68
#000000	0.11	0.12	0.05	2.45	68
#000000	0.12	0.13	0.05	2.45	68
#000000	0.13	0.14	0.05	2.45	68
#000000	0.14	0.15	0.05	2.45	68
#000000	0.15	0.16	0.05	2.45	68
#000000	0.16	0.17	0.05	2.45	68
#000000	0.17	0.18	0.05	2.45	68
#000000	0.18	0.19	0.05	2.45	68
#000000	0.19	0.2	0.05	2.45	68
#000000	0.2	0.21	0.05	2.45	68
#000000	0.21	0.22	0.05	2.45	68
#000000	0.22	0.23	0.05	2.45	68
#000000	0.23	0.24	0.05	2.45	68
#000000	0.24	0.25	0.05	2.45	68
#000000	0.25	0.26	0.05	2.45	68
#000000	0.26	0.27	0.05	2.45	68
#000000	0.27	0.28	0.05	2.45	68
#000000	0.28	0.29	0.05	2.45	68
#000000	0.29	0.3	0.05	2.45	68
#000000	0.3	0.31	0.05	2.45	68
#FF0000	0	0.01	2.55	4.95	68
#FF0000	0.01	0.02	2.55	4.95	68
#FF0000	0.02	0.03	2.55	4.95	68
#FF0000	0.03	0.04	2.55	4.95	68
#FF0000	0.04	0.05	2.55	4.95	68
#FF0000	0.05	0.06	2.55	4.95	68
#0000FF	0	0.01	5.05	7.45	68
#0000FF	0.01	0.02	5.05	7.45	68
#0000FF	0.02	0.03	5.05	7.45	68
#0000FF	0.03	0.04	5.05	7.45	68
#0000FF	0.04	0.05	5.05	7.45	68
#0000FF	0.05	0.06	5.05	7.45	68
#0000FF	0.06	0.07	5.05	7.45	68
#0000FF	0.07	0.08	5.05	7.45	68
#0000FF	0.08	0.09	5.05	7.45	68
#0000FF	0.09	0.1	5.05	7.45	68
#0000FF	0.1	0.11	5.05	7.45	68
#0000FF	0.11	0.12	5.05	7.45	68
#0000FF	0.12	0.13	5.05	7.45	68
#0000FF	0.13	0.14	5.05	7.45	68
#0000FF	0.14	0.15	5.05	7.45	68
#0000FF	0.15	0.16	5.05	7.45	68
#0000FF	0.16	0.17	5.05	7.45	68
#0000FF	0.17	0.18	5.05	7.45	68
#0000FF	0.18	0.19	5.05	7.45	68
#0000FF	0.19	0.2	5.05	7.45	68
#0000FF	0.2	0.21	5.05	7.45	68
#0000FF	0.21	0.22	5.05	7.45	68
#0000FF	0.22	0.23	5.05	7.45	68
#0000FF	0.23	0.24	5.05	7.45	68
#0000FF	0.24	0.25	5.05	7.45	68
#0000FF	0.25	0.26	5.05	7.45	68
#0000FF	0.26	0.27	5.05	7.45	68
#0000FF	0.27	0.28	5.05	7.45	68
#0000FF	0.28	0.29	5.05	7.45	68
#0000FF	0.29	0.3	5.05	7.45	68
#0000FF	0.3	0.31	5.05	7.45	68
#000000	0	0.01	0.05	2.45	69
#000000	0.01	0.02	0.05	2.45	69
#000000	0.02	0.03	0.05	2.45	69
#000000	0.03	0.04	0.05	2.45	69
#000000	0.04	0.05	0.05	2.45	69
#000000	0.05	0.06	0.05	2.45	69
#000000	0.06	0.07	0.05	2.45	69
#000000	0.07	0.08	0.05	2.45	69
#000000	0.08	0.09	0.05	2.45	69
#000000	0.09	0.1	0.05	2.45	69
#000000	0.1	0.11	0.05	2.45	69
#000000	0.11	0.12	0.05	2.45	69
#000000	0.12	0.13	0.05	2.45	69
#000000	0.13	0.14	0.05	2.45	69
#000000	0.14	0.15	0.05	2.45	69
#000000	0.15	0.16	0.05	2.45	69
#000000	0.16	0.17	0.05	2.45	69
#000000	0.17	0.18	0.05	2.45	69
#000000	0.18	0.19	0.05	2.45	69
#000000	0.19	0.2	0.05	2.45	69
#000000	0.2	0.21	0.05	2.45	69
#000000	0.21	0.22	0.05	2.45	69
#000000	0.22	0.23	0.05	2.45	69
#000000	0.23	0.24	0.05	2.45	69
#000000	0.24	0.25	0.05	2.45	69
#000000	0.25	0.26	0.05	2.45	69
#000000	0.26	0.27	0.05	2.45	69
#000000	0.27	0.28	0.05	2.45	69
#000000	0.28	0.29	0.05	2.45	69
#000000	0.29	0.3	0.05	2.45	69
#000000	0.3	0.31	0.05	2.45	69
#FF0000	0	0.01	2.55	4.95	69
#FF0000	0.01	0.02	2.55	4.95	69
#FF0000	0.02	0.03	2.55	4.95	69
#FF0000	0.03	0.04	2.55	4.95	69
#FF0000	0.04	0.05	2.55	4.95	69
#FF0000	0.05	0.06	2.55	4.95	69
#0000FF	0	0.01	5.05	7.45	69
#0000FF	0.01	0.02	5.05	7.45	69
#0000FF	0.02	0.03	5.05	7.45	69
#0000FF	0.03	0.04	5.05	7.45	69
#0000FF	0.04	0.05	5.05	7.45	69
#0000FF	0.05	0.06	5.05	7.45	69
#0000FF	0.06	0.07	5.05	7.45	69
#0000FF	0.07	0.08	5.05	7.45	69
#0000FF	0.08	0.09	5.05	7.45	69
#0000FF	0.09	0.1	5.05	7.45	69
#0000FF	0.1	0.11	5.05	7.45	69
#0000FF	0.11	0.12	5.05	7.45	69
#0000FF	0.12	0.13	5.05	7.45	69
#0000FF	0.13	0.14	5.05	7.45	69
#0000FF	0.14	0.15	5.05	7.45	69
#0000FF	0.15	0.16	5.05	7.45	69
#0000FF	0.16	0.17	5.05	7.45	69
#0000FF	0.17	0.18	5.05	7.45	69
#0000FF	0.18	0.19	5.05	7.45	69
#0000FF	0.19	0.2	5.05	7.45	69
#0000FF	0.2	0.21	5.05	7.45	69
#0000FF	0.21	0.22	5.05	7.45	69
#0000FF	0.22	0.23	5.05	7.45	69
#0000FF	0.23	0.24	5.05	7.45	69
#0000FF	0.24	0.25	5.05	7.45	69
#0000FF	0.25	0.26	5.05	7.45	69
#0000FF	0.26	0.27	5.05	7.45	69
#0000FF	0.27	0.28	5.05	7.45	69
#0000FF	0.28	0.29	5.05	7.45	69
#0000FF	0.29	0.3	5.05	7.45	69
#0000FF	0.3	0.31	5.05	7.45	69
#0000FF	0.31	0.32	5.05	7.45	69
#000000	0	0.01	0.05	2.45	70
#000000	0.01	0.02	0.05	2.45	70
#000000	0.02	0.03	0.05	2.45	70
#000000	0.03	0.04	0.05	2.45	70
#000000	0.04	0.05	0.05	2.45	70
#000000	0.05	0.06	0.05	2.45	70
#000000	0.06	0.07	0.05	2.45	70
